address,latitude,longitude
1623 FOREST LAKES AVE S.E.,33.7433,-84.31264
1446 PIEDMONT AVE NE,33.79403,-84.37233
658 WHITEHALL ST SW,33.74166,-84.40937
1024 HEMPHILL AVE NW,33.78265,-84.40521
2909 CAMPBELLTON RD SW,33.69858,-84.48463
1895 PIEDMONT RD NE,33.80861,-84.36573
102 CONE ST NW,33.7578,-84.39085
373 LEGACY DR SW,33.74382,-84.41944
1680 RALPH D ABERNATHY BLVD SW @WESTVIEW CEMETARY,33.74787,-84.44242
1515 EZRA CHURCH DR,33.75683,-84.43699
1001 PONCE DE LEON AVE NE ; PUBLIX,33.77373,-84.35469
33 HURT PLAZA,33.7545,-84.38803
1897 JONESBORO RD SE,33.70264,-84.37592
MYRTLE DR @ PLAZA LN,33.70537,-84.45498
1371 KIMBERLY WAY SW,33.71771,-84.52315
141 PRYOR ST SW,33.75093,-84.39146
15 PEACHTREE ST SW,33.75369,-84.39043
2328 CAMPBELLTON RD SW,33.70439,-84.4634
3850 ROSWELL RD,33.85988,-84.38156
3004 PIEDMONT RD NE,33.83665,-84.36838
2520 JONESBORO RD SE,33.68463,-84.36481
134 SPRING ST NW,33.75837,-84.39108
3040 DELMAR LN NW,33.75532,-84.48624
920 PONCE DE LEON AVE NE,33.77413,-84.35724
674 BROWNWOOD AVE SE,33.73591,-84.34783
2069 DELANO DR NE,33.75506,-84.31986
901 BOLTON ROAD NW,33.77725,-84.46072
2219 BOLTON DR NW,33.81639,-84.44245
2585 BEELER DR SW,33.6844,-84.40234
730 OLD FLAT SHOALS RD SE,33.74408,-84.36326
160 SPRING ST NW,33.75934,-84.39009
483 EDGEWOOD,33.75411,-84.37179
488 HAMMOND ST SW,33.74182,-84.41322
426 TODD ST SE,33.75183,-84.37294
1970 MOORES MILL RD NW,33.82163,-84.44969
315 BOULEVARD NE ,33.763,-84.37145
453 LANIER ST NW,33.7673,-84.43948
255 COURTLAND STREET ,33.76157,-84.38314
491 FLAT SHOALS AVE SE,33.74087,-84.34634
6000 SOUTH TERMINAL PKWY,33.63751,-84.44824
141 HILLIARD ST SE,33.75078,-84.37698
175 OAK DR SE,33.66828,-84.3885
255 SPRING STREET SW,33.76156,-84.38892
2594 FORREST AVE NW,33.81352,-84.47248
2950 MARTIN L KING JR DR SW,33.75362,-84.48477
1470 WILLIS MILL RD SW,33.71584,-84.46835
244 N HIGHLAND AVE NE ,33.7622,-84.36042
3041 LANDRUM DR SW;,33.70649,-84.48782
485 CONNALLY ST SE,33.74138,-84.38159
1996 COLLEGE AVE NE,33.76107,-84.3221
3458 DELMAR LN NW,33.75686,-84.50064
3500 PEACHTREE RD NE @Multiple,33.85302,-84.36278
1989 DONALD LEE HOLLOWELL ,33.77676,-84.44966
1800 MEMORIAL DR SE,33.74804,-84.32852
75 5TH NW,33.77694,-84.38963
716 GARIBALDI ST SW,33.7354,-84.39895
858 JOSEPH E LOWERY BLVD NW,33.77828,-84.41788
2841 GREENBRIAR PKWY,33.68992,-84.48917
2143 PEACHTREE RD NE,33.81262,-84.39195
714 ERIN AVE SW,33.71927,-84.41105
2 COPENHILL AVE NE,33.7635,-84.35734
229 PEACHTREE CENTER AVE NE,33.7603,-84.38633
237 KIRKWOOD RD.,33.75918,-84.3214
35 NORTHSIDE DR SW,33.75356,-84.40293
198 PONCE DE LEON AVE NE,33.77263,-84.38099
185 LAUREL AVE SW,33.75012,-84.44045
1409 PEACHTREE ST NE,33.79356,-84.38609
3088 VALLEYDALE DR SW,33.72597,-84.48836
743 EDGEWOOD AVE NE,33.75468,-84.36305
1241A MORELAND AVE SE,33.72039,-84.34958
301 MEMORIAL DR SE,33.74675,-84.37766
4475 CELEBRATION DR SW,33.7248,-84.52573
335 SARGENT DR SE,33.69016,-84.37851
992 PEACHTREE ST NE ,33.78192,-84.3841
3000 HEADLAND DR SW,33.68923,-84.48657
3330 PIEDMONT ROAD,33.84442,-84.37235
604 STOKESWOOD AVE SE,33.73766,-84.34448
3513 INGLEDALE DR SW,33.70538,-84.50167
957 NORTH AVE,33.76907,-84.41881
238 ELM ST NW,33.76094,-84.40898
2129 SYLVAN CIR SW,33.69919,-84.41675
783 SPENCER ST NW,33.75995,-84.41312
823 CRESTWELL CIR SW,33.74342,-84.50398
STATE ST NW / TECH PKWY NW,33.77305,-84.39918
969 HILL ST SE,33.72801,-84.37876
4382 CREEK VALLEY CT SW,33.68994,-84.53139
276 HUNNICUTT ST NW,33.76655,-84.39627
2945 STONE HOGAN CONN SW,33.67511,-84.49716
3400 NORTHSIDE PKWY NW,33.84809,-84.43015
2030 LOIS PL NW,33.78454,-84.45434
586 LAWTON ST SW,33.73895,-84.42324
1145 CAHABA DR SW,33.72414,-84.44721
1729 STOKES AVE,33.74126,-84.44444
515 W PACES FERRY RD NW,33.84629,-84.40456
509 MELLVIEW AVE SW,33.71798,-84.40437
3909 CAMPBELLTON RD SW,33.69556,-84.51434
321 HENRY AARON AVE SW,33.747,-84.45741
322 GLENDALE AVE NE,33.76305,-84.33542
180 JACKSON ST NE,33.7593,-84.37579
716 BOSS ST NW,33.77425,-84.40612
2905 SPRINGDALE ROAD,33.67546,-84.41793
759 POLLARD BLVD,33.73405,-84.39127
505 PRYOR ST SW,33.74099,-84.39483
2070 DETROIT AVE NW,33.76685,-84.45545
230 JOHN WESLEY DOBBS AVE NE,33.75756,-84.37981
3229 STETSON PL NW,33.77698,-84.49325
699 PONCE DE LEON AVE NE,33.77296,-84.36414
35 FORSYTH STREET,33.75557,-84.39067
94 STAFFORD ST SW,33.75247,-84.42656
1216 PLAZA AVE SW,33.72212,-84.46421
2835 FORREST PARK RD SE,33.67315,-84.35752
1128 MAYLAND CIR SW,33.72421,-84.40542
1717 FOREST LAKES AVE SE,33.74367,-84.31235
714 HOLMES ST,33.79924,-84.41209
664 SEMINOLE AVE NE,33.77258,-84.35105
1396 EPWORTH ST SW,33.71697,-84.43066
2835 3RD AVE SW,33.67751,-84.4035
1617 WOODBINE AVE NE,33.75396,-84.33425
800 CHEROKEE AVE SE (CYCLORAMA),33.73267,-84.37352
492 E ONTARIO AVE SW,33.74179,-84.43782
3262 BROWNS MILL RD SE,33.6669,-84.38002
3069 KING SMITH RD SE,33.67111,-84.3676
911 WOODLAND AVE SE,33.72977,-84.3524
1820 MARY DELL DR SE,33.72385,-84.32906
1990 WELLBOURNE DR NE,33.80884,-84.36023
3242 PEACHTREE RD NE,33.84286,-84.37291
807 MAGNOLIA WAY NW,33.75823,-84.41408
466 JOSEPH E LOWERY BLVD NW,33.76746,-84.41767
3450 HOGAN RD SW,33.67558,-84.50179
811 GREENWOOD AVE NE,33.7764,-84.36084
1401 DONALD LEE HOLLOWELL PKWY NW ,33.77141,-84.43377
871 VICTORIA PL SW,33.73449,-84.41594
1222 BRONX ST NW,33.75744,-84.42766
1789 OAKMONT DR NW,33.75903,-84.44556
831 LAKE AVE NE,33.7592,-84.36025
3565 MARTIN L KING JR DR NW ,33.75961,-84.50546
225 HAMILTON E HOLMES DR NW ,33.76115,-84.4682
79 JACKSON ST NE,33.75637,-84.37423
1854 LAKEWOOD TER SE,33.70308,-84.37982
181 RALPH D ABERNATHY BLVD SW,33.7369,-84.39333
415 MEMORIAL DRIVE,33.74652,-84.37423
350 MARIETTA ST NW,33.76268,-84.39715
780 NEHEMIAH LN SW,33.74174,-84.50642
282 WILLIS MILL ROAD SW,33.74783,-84.46647
543 ROCKWELL ST SW;,33.73207,-84.40541
3 EVELYN WAY NW,33.77228,-84.443
3989 WIEUCA RD NE,33.86331,-84.36696
615 S ELIZABETH PL NW,33.77167,-84.44814
1926 MARKONE ST NW,33.76972,-84.45003
3937 PRINCETON LAKES PASS SW,33.65915,-84.51615
2664 DONALD LEE HOLLOWELL PKWY NW,33.77626,-84.47439
1645 EVANS DR SW,33.70993,-84.42421
3060 PEACHTREE RD,33.74775,-84.35638
132 FAIRLEY ST,33.7579,-84.38895
3301 W ANDREWS DR NW,33.84494,-84.3927
595 ELMWOOD RD NW,33.77094,-84.43853
3343 PEACHTREE RD NE,33.84748,-84.36737
495 SHANNON DR SW,33.71701,-84.40389
435 W PEACHTREE ST NE ,33.76693,-84.38733
125 WALNUT ST SW,33.75115,-84.40676
142 FORSYTH ST SW,33.75055,-84.39517
1920 HOWELL MILL RD NW,33.80733,-84.41284
2864 Old Jonesboro Rd SW,33.67706,-84.40849
2636 SHADY VALLEY DR NE,33.82639,-84.35194
592 WINDSOR ST SW,33.7391,-84.39799
2519 CHANTILLY DR NE,33.82369,-84.35057
972 DIMMOCK ST SW ,33.72696,-84.41982
1408 ARTHUR LANGFORD JR PL SW,33.7125,-84.39755
2685 METROPOLITAN PARKWAY,33.6579,-84.35029
991 PIEDMONT AVE NE,33.78138,-84.38046
1246 PONCE DE LEON AVE NE,33.77504,-84.34655
3 FAIRBURN RD SW,33.75929,-84.50557
1754 HADLOCK ST SW,33.70758,-84.44621
540 CAMERON M ALEXANDER BLVD NW,33.7681,-84.40515
536 NORTH AVE NE,33.77124,-84.36952
38 MANGUM ST SW,33.75353,-84.39957
1897 LAKEWOOD TER SE,33.70216,-84.38069
2340 FAIRWAY CIR SW,33.68884,-84.5367
2656 DONALD LEE HOLLOWELL PKWY NW,33.77619,-84.47402
190 14TH ST NW,33.78586,-84.3942
888 BEECHER CT SW,33.73122,-84.44863
383 GARDEN LN NW,33.7984,-84.40039
750 VANDERBILT CT NW,33.77571,-84.49392
790 BERNE ST SE,33.7371,-84.36139
PEACHTREE RD NE / PALISADES RD NE,33.80488,-84.39366
JOHN HOPE DR SW ,33.74934,-84.41043
1620 DELOWE DR SW,33.71157,-84.46225
4405 ROSWELL RD NE,33.87489,-84.3807
177 FAIRFIELD PL NW,33.75897,-84.46289
32 PARK AVE SE,33.71209,-84.38381
765 MCDANIEL ST SE,33.73365,-84.40221
1430 WESTMONT RD SW,33.71624,-84.43741
951 MARTIN ST SE,33.72856,-84.38349
1263 NORTH AVE NW,33.76826,-84.42916
3350 PEACHTREE RD NE,33.84669,-84.36827
4033 ESTER DR SW,33.75412,-84.51961
PEACHTREE ST NE / 7TH ST NE,33.77853,-84.38431
3333 EMPIRE BLVD SW,33.66328,-84.39236
1043 WINDSOR ST SW,33.72635,-84.39861
1724 COUNTY LINE ROAD,33.68598,-84.53547
W SHADOWLAWN AVE NE / PEACHTREE RD NE,33.84191,-84.37415
531 MORELAND AVE SE,33.73988,-84.34936
2315 CHESHIRE BRIDGE RD NE,33.81843,-84.35165
3975 ROSWELL RD NE,33.86385,-84.38036
844 COMMONWEALTH AVE SE,33.73006,-84.36282
436 HOLDERNESS ST SW,33.7432,-84.42682
3440 PEACHTREE RD NE,33.84938,-84.3636
391 10TH ST NE,33.78168,-84.37479
10TH ST NW / SPRING ST NW,33.78151,-84.38917
1790 MYRTLE DR SW,33.70619,-84.45486
1474 EZRA CHURCH DR NW,33.75639,-84.43564
950  MARIETTA  ST,33.77689,-84.40807
1430 HARTFORD AVE SW,33.71585,-84.41688
3771 ROSWELL RD,33.8575,-84.38159
893 DILL AVE SW,33.71853,-84.41739
448 MCAFEE ST NW,33.76581,-84.39468
2203 JERNIGAN DR SE,33.69403,-84.37274
255 FAIRBURN RD NW,33.76194,-84.50316
997 ALLENE AVE SW,33.72763,-84.41383
2277 CHESHIRE BRIDGE RD NE,33.81739,-84.35171
590 CASCADE ,33.73812,-84.43276
1870 MONTVALLO TER SE,33.72642,-84.32753
1701 FOREST LAKES AVE S.E.,33.74361,-84.3124
1221 JOSEPH E BOONE BLVD NW,33.76361,-84.42794
2358 BURROUGHS AVE SE,33.68979,-84.37114
NORTH AVENUE/PIEDMONT AVE,33.77128,-84.38189
9 FINCH TRL NE,33.76899,-84.37916
66 5TH STREET,33.77676,-84.38947
1442 MCLENDON AVE NE,33.76485,-84.34002
3804 MARTIN L KING JR DR SW,33.7676,-84.51513
2302 COUNTRY CLUB DR SW,33.69296,-84.49404
1151 VICKERS ST SE,33.72173,-84.35139
604 MCAFEE ST NW,33.76837,-84.39465
35 EVELYN WAY NW,33.77314,-84.4451
140 HUNNICUTT ST NW,33.76652,-84.39207
825 NORTH AVE NE,33.77088,-84.36029
3201 MARTIN L KING,33.75428,-84.49165
1508 MARBUT AVE SE,33.74346,-84.33817
2001 SYLVAN RD SW @CARIBU APTS,33.69997,-84.41949
957 OGLETHORPE AVE SW;,33.73601,-84.41917
148 ATLANTA AVE SE,33.73059,-84.38307
1785 HOLLYWOOD RD NW,33.80448,-84.47002
2043 BREWER BLVD SW,33.69907,-84.41366
3661 CLOUDLAND DR NW,33.85557,-84.43378
149 PEACHTREE STREET,33.75027,-84.39389
313 WALKER ST SW,33.74622,-84.4036
1023 HIGHTOWER RD NW,33.78268,-84.47317
3466 THOMPSON DR NW,33.76132,-84.50125
50 ALABAMA ST SW,33.75194,-84.38964
23 LARKIN PL SW,33.74749,-84.40414
1991 DELOWE DR SW,33.70002,-84.45895
2540 FORREST HILL DR,33.681,-84.40011
1264 BARNES ST NW,33.78932,-84.39477
226 TAFT ST SW,33.71031,-84.39637
2410 BENJAMIN E MAYS,33.72304,-84.46669
PONCE DE LEON AVE NE / PENN AVE NE,33.77258,-84.37904
377 WESTCHESTER BLVD NW,33.76555,-84.45301
12 ATLANTA AVE SE,33.73048,-84.38742
98 SPRING ST NW,33.7575,-84.39209
1308 ELIZABETH AVE SW,33.719,-84.43529
759 MERCER ST SE,33.73538,-84.36219
2590 MACON DR SE;,33.68431,-84.38847
300 MARTIN L KING JR DR SE;,33.74803,-84.37875
3340 WARD DR SW,33.66699,-84.39057
3906 ROSWELL RD,33.86164,-84.38046
926 MARTIN ST SE,33.72926,-84.38304
6234 SPINE RD ,33.64072,-84.44435
959 MCDANIELS ST SW,33.72874,-84.40173
490 LARCHMONT DR NW,33.76716,-84.48677
500 10TH ST NE ,33.78186,-84.373
965 DUNNING ST SE,33.72822,-84.38724
477 LINDBERGH PL NE,33.8192,-84.37135
1896 BRANDYWINE ST SW,33.70314,-84.41683
255 SPRING ST SW,33.74755,-84.39824
834 VIRGIL ST NE,33.75859,-84.36054
3310 W ROXBORO RD NE,33.84541,-84.34889
100 PEACHTREE ST SW,33.75176,-84.39225
2932 HANDY DR NW,33.77031,-84.48277
25 PEACHTREE SE,33.75445,-84.38954
1143 SELLS AVE SW,33.74574,-84.42509
312 MONUMENT AVE SE,33.7449,-84.34071
800 PEACHTREE STREET,33.77655,-84.38478
1941 MYRTLE DR SW,33.70313,-84.45511
1680 WESTVIEW DR SW,33.74641,-84.44218
652 LARKIN ST SW,33.74794,-84.40847
250 PHARR RD,33.83705,-84.38143
678 KENNOLIA DR SW,33.73655,-84.44861
1950 HOWELL MILL RD NW,33.80838,-84.41356
3780 PRINCETON LAKES PKWY SW,33.65754,-84.51178
705 BROWNWOOD AVE SE,33.73497,-84.3483
909 TIFT AVE SW,33.73008,-84.41069
834 HAROLD AVE SE,33.74967,-84.35996
1400 HOWELL MILL RD NW,33.79361,-84.41464
3026 DEERBORNE CT SW,33.67151,-84.51488
747 JUNIPER ST NE,33.77492,-84.38265
360 CHEROKEE AVE,33.74479,-84.37299
3136 MARTIN L KING JR DR SW,33.75107,-84.48903
1035 BLUE RIDGE AVE NE,33.77226,-84.35352
2609 SANTA BARBARA DR NW,33.76556,-84.47305
10700 SPINE RD,33.64063,-84.43256
861 MENTELLE DR NE,33.77816,-84.37367
2288 FAIRBURN RD SW,33.69255,-84.51096
980 HOLLYWOOD DR NW,33.78164,-84.45638
1135 SHERIDAN RD,33.82002,-84.3508
156 MOURY AVE SW,33.71255,-84.38919
953 SW WASHINGTON ST,33.72876,-84.39135
2789 GLENLOCKE GROVE CT NW,33.79744,-84.48151
256 CLIFTON ST SE @APS CRIM HS,33.74598,-84.33114
1111 OAK ST SW @WEST END PARK,33.74123,-84.42495
746 N HIGHLAND AVE NE,33.77482,-84.35284
988 NORTHROPE DR NE,33.81857,-84.3555
3106 RENAISSANCE WAY NE,33.7662,-84.3784
2786 OLD HAPEVILLE RD SW,33.67904,-84.39327
307 RICHARDSON ST SW,33.74084,-84.39767
1152 OAKLAND DRIVE SW,33.72352,-84.42711
3399 COLLIER DR NW @HARPER-ARCHER HIGH,33.76931,-84.49871
1468 RICHLAND RD SW,33.73054,-84.43574
3760 BRANCH DR SW,33.7493,-84.51144
1801 HOWELL MILL ROAD,33.80448,-84.41348
3965 RUTGERS DR SW,33.76123,-84.51752
1361 BRIDGES AVE SW,33.72677,-84.43234
3345 COLLIER CT NW,33.76743,-84.49732
1051 SIMS AVE NW,33.78261,-84.45215
677 SOMERSET TER NE,33.77276,-84.36222
1061 MORLEY AVE SE,33.72565,-84.36575
2641 BLACK FOREST TRL SW,33.68348,-84.48734
81 ANNISTON AVE SE,33.75114,-84.3378
1074 HIRSCH ST NW,33.78412,-84.40145
CLAY ST SE / MEMORIAL DR SE,33.74744,-84.33046
CONE ST NW / CARNEGIE WAY NW,33.75873,-84.3889
2900 PEACHTREE RD,33.83399,-84.3841
979 HOWELL PL SW,33.73917,-84.41978
518 EAST AVE NE,33.76348,-84.37028
4065 CAMPBELLTON RD SW,33.69438,-84.5211
820 W. MARIETTA ST.,33.78089,-84.41622
2281 ARMAND RD NE,33.81717,-84.35945
871 HOBSON ST SW,33.73121,-84.40633
979 LINAM ST SE;,33.72778,-84.3863
1055 SIMS ST SW,33.72609,-84.40339
2522 DONALD LEE HOLLOWELL PKWY NW,33.77519,-84.46861
639 SEMINOLE AVE NE,33.77179,-84.35064
1725 HORTENSE PL NW,33.77626,-84.44293
250 HOLLY RD NW,33.7622,-84.438
2031 AKRON DR SE,33.69813,-84.35279
989 CALLAHAN ST. NW,33.78263,-84.48841
CENTENNIAL OLYMPIC P DR NW / MERRITTS AVE NW,33.76892,-84.39212
3365 PIEDMONT RD NE;,33.84709,-84.37295
1063 SEABOARD AVE NE,33.75679,-84.35209
402 ASHBURTON AVE S.E.,33.74156,-84.29312
1000 PIEDMONT AVE,33.78178,-84.38047
874 RALPH D ABERNATHY BLVD SW,33.73817,-84.41637
1111 WYLIE ST SE,33.75218,-84.35071
1138 COLEMAN ST SW,33.7239,-84.40378
1002 WILLOWOOD LN SW,33.72792,-84.54044
499 NORTHSIDE CIR NW ;APT 106,33.79799,-84.40562
100 W PEACHTREE PL,33.76393,-84.39015
190 MARIETTA ST,33.7579,-84.39351
136 CRUMLEY ST SE,33.73959,-84.38312
65 JOSEPH E LOWERY BLVD NW,33.75634,-84.41742
119 THE PRADO NE,33.79305,-84.37829
180 NORTHSIDE DRIVE,33.74936,-84.40346
50 MOUNT ZION RD SE ,33.67286,-84.38706
235 LAMPKIN ST NE,33.76044,-84.36695
1853 SHEPHERD CIR SW,33.7044,-84.4519
63 PEYTON RD SW,33.75089,-84.46825
4235 UTOY CT SW,33.74553,-84.52596
655 ANDOVER DR NW,33.86613,-84.40893
260 HOLLY RD NW,33.78633,-84.42786
765 SPRINGLAKE LN NW,33.81108,-84.41356
1380 SHARON ST NW,33.75448,-84.43255
897 BECKWITH ST,33.75235,-84.417
1360 WESTMONT RD SW,33.71818,-84.43741
3670 ADKINS RD NW,33.77248,-84.50922
55 PHARR RD NW,33.83717,-84.38334
205 LITTLE ST,33.73291,-84.38115
1582 BENJAMIN W BICKERS DR SE,33.71156,-84.388
2349 PEACHTREE RD NE,33.81883,-84.3886
1206 METROPOLITAN AVE SE,33.7419,-84.34814
3259 TELFORD TER SW,33.66366,-84.51518
1049 GRANT TER SE,33.72558,-84.37996
482 EDGEWOOD AVE NE,33.75447,-84.37183
1200 SPRING ST NW ,33.78741,-84.3896
2200 AVIATION BLVD,33.64111,-84.40646
377 WESTCHESTER BLVD NW ;E1,33.76571,-84.4532
845 ROZIE WAY SW,33.73969,-84.50777
210 AARON ST NW,33.75303,-84.45181
494 CLEVELAND AVE SW,33.68101,-84.40483
GREENBRIAR PKWY SW / THE FONTAINEBLEAU SW,33.68805,-84.48979
2010 BAKER RD NW,33.76975,-84.45279
75 E WESLEY RD NE,33.82857,-84.38522
68 BROAD ST NW,33.75582,-84.38942
3500 PEACHTREE RD,33.84514,-84.37031
42 RAWSON ST,33.74447,-84.38604
117 ATLANTA AVE.,33.73013,-84.38407
391 THAXTON DR SE,33.69535,-84.37634
1603 BELMONT AVE SW,33.7112,-84.41021
511 CAIRO ST NW,33.76869,-84.41936
2186 POLAR ROCK TER SW,33.69475,-84.39447
447 PAINES AVE NW,33.76697,-84.41452
1158 OAK ST SW,33.74069,-84.42582
443 HASCALL RD NW,33.79731,-84.40257
3 13TH ST NW,33.78565,-84.38898
1300 NORTHWEST DR NW,33.79088,-84.48057
2065 BOLTON DR NW,33.81438,-84.43874
790 WELCH ST SW,33.73346,-84.40442
2099 RIDGEDALE RD NE,33.753,-84.3189
1465 HOWELL MILL RD NW,33.79501,-84.41465
26 HOLLY RD NW,33.75562,-84.43898
545 HILL ST SE,33.73672,-84.37841
1635 CAMPBELLTON RD SW,33.71223,-84.4416
3144 MARTIN L KING JR DR SW,33.75069,-84.49039
1892 HOWELL MILL RD NW,33.80673,-84.41316
197 WADLEY ST NW,33.75736,-84.45707
145 15TH ST NE,33.78875,-84.38211
2785 CRESCENDO DR NW,33.77408,-84.47878
2548 PARKSIDE DR NE,33.8244,-84.38579
125 OTTLEY DR NE,33.80647,-84.38331
3722 ROSWELL RD NE,33.85684,-84.38236
924 ALLENE AVE SW,33.72974,-84.41356
2045 PEACHTREE RD NE,33.81051,-84.39151
1193 IRA ST SW,33.72255,-84.40016
HOWELL MILL RD 2 BOWEN ST,33.79695,-84.4185
1429 OAKLAND DR SW,33.71581,-84.42786
476 JOSEPH E. BOONE BLVD,33.76343,-84.40294
1589 PINEHURST DR SW,33.71235,-84.45245
1849 LAKEWOOD TER SE,33.70362,-84.38003
874 CENTER HILL AVE NW,33.77914,-84.4642
2117 BENT CREEK WAY SW,33.70147,-84.46659
3658 BUNKER HILL DR SW,33.68442,-84.50828
38 OLD IVY RD NE,33.8547,-84.38129
1374 W PEACHTREE ST NW,33.79214,-84.38835
978 NATHAM DR SE,33.68947,-84.3577
760 SIDNEY MARCUS BLVD NE,33.82596,-84.36306
55 MCDONOUGH BLVD SE @CARVER HIGH,33.71987,-84.38667
1874 PIEDMONT AVE NE,33.80798,-84.36769
278 CHILDS DR.,33.76287,-84.43675
967 HUBBARD ST SW,33.72851,-84.40256
JOHN WESLEY DOBBS AVE NE / JESSE HILL JR DR NE,33.75741,-84.38025
919 GASTON ST SW,33.73008,-84.43673
306 PONCE DE LEON AVE NE,33.7729,-84.37738
265 RICHARDSON ST SW,33.74083,-84.39669
2841 GREENBRIAR PKWY,33.75629,-84.35619
808 ELOISE CT SE,33.73439,-84.361
3638 BARROW PLACE,33.68384,-84.50744
1077 JUNIPER ST. NE.,33.78405,-84.382
65 ALABAMA STREET,33.75258,-84.38992
409 BISHOP ST NW,33.79359,-84.40142
1370 EPWORTH ST SW,33.71769,-84.43065
3164 CUSHMAN CIRCLE,33.74848,-84.49156
2099 FAIRBURN RD SW,33.69783,-84.51048
1299 BOLTON RD NW,33.79024,-84.4931
3791 CLOVIS CT NW,33.77413,-84.50918
594 WESTERN AVE NW,33.76485,-84.40688
3285 PEACHTREE RD NE @EMBASSY SUITES,33.84441,-84.36862
139 BEREAN AVE SE,33.7508,-84.36686
1879 CHESHIRE BR RD,33.80952,-84.36122
79 JACKSON ST,33.75637,-84.37423
3393 PEACHTREE RD,33.82796,-84.35222
590 CASCADE,33.73812,-84.43276
998 FAIR ST SW,33.74891,-84.42043
401 WINDSOR ST SW,33.74337,-84.39899
510 JONES AVE NW,33.76392,-84.4039
2685 METROPOLITAN PKWY,33.68128,-84.4077
DONALD LEE HOLLOWELL PKWY NW / I-285 NB EXPY NW,33.78681,-84.49296
810 JOSEPH E BOONE BLVD NW,33.76292,-84.41439
122 CLEVELAND AVE SW,33.68072,-84.39294
457 FORMWALT ST SW,33.74239,-84.39583
710 PEACHTREE STREET,33.77407,-84.38526
3051 DELMAR LN NW,33.75578,-84.48699
1791 THOMASVILLE DR SE,33.70276,-84.35729
410 NORTH AVE NE,33.77127,-84.37382
92 6TH ST NE,33.77742,-84.38417
2102 PIEDMONT RD NE,33.81268,-84.36681
702 MARTIN L KING JR DR SW,33.75459,-84.41067
1578 NORTH AVE NW,33.76785,-84.43943
1726 MELROSE DR SW,33.7079,-84.42051
870 MORELAND AVE SE,33.73074,-84.34902
4621 WIEUCA RD NE,33.87563,-84.37957
1431 BLYSS AVE NW,33.77008,-84.43455
943 N ORMWOOD PARK DR NE,33.74311,-84.35644
1143 SMITH ST SW;,33.72349,-84.40106
690 NEW TOWN CIR SE,33.7085,-84.36154
1220 FOWLER ST NW,33.78814,-84.39361
537 MCWILLIAMS RD SE,33.68861,-84.37146
836 SAINT CHARLES AVE NE,33.77578,-84.36002
354 WELLINGTON ST SW,33.74553,-84.43853
334 E PACES FERRY RD NE,33.83913,-84.37647
200 LENOX RD,33.74464,-84.31184
70 W PACES FERRY RD,33.83991,-84.38182
1314 MURPHY AVE SW,33.7188,-84.42357
887 W MARIETTA ST NW,33.78286,-84.4171
259 SPENCE AVE SE,33.74563,-84.29658
1966 HOSEA L WILLIAMS DR NE,33.75215,-84.32325
650 CHEROKEE AVE SE,33.73676,-84.37353
415 ARMOUR DR NE,33.77185,-84.3524
950 EAST PACES FERRY RD,33.84691,-84.35618
FORSYTH ST NW / MARIETTA ST NW,33.75543,-84.39104
1971 PINE OAK DR SW,33.7361,-84.45231
500 NORTHSIDE CIRCLE,33.79724,-84.40668
3020 WATERS RD SW,33.67205,-84.39584
N. FULTON DR/ PHARR RD,33.83704,-84.37783
1994 HOSEA L WILLIAMS DR NE,33.75139,-84.32251
75 MARTIN LUTHER KING JR DR,33.75258,-84.38992
56 E ANDREWS DR NW,33.84316,-84.38104
3046 DAWSON LN SW,33.67322,-84.50969
MONROE DR @PONCE DELEON AVE,33.77367,-84.37088
1127 METROPOLITAN PKWY SW,33.72415,-84.40798
1275 CAROLINE ST NE,33.75674,-84.34619
2001 SYLVAN RD SW,33.69983,-84.42008
1408 BLASHFIELD ST SE,33.7159,-84.37969
1870 MYRTLE DR SW,33.70365,-84.45477
60 PEACHTREE CIR,33.79042,-84.38349
75 MARTIN L KING JR DR SE ,33.74869,-84.38645
1654 ALVARADO TER SW,33.73462,-84.44195
757 ALFRED RD NW,33.77503,-84.51094
1656 RANDEE ST NW,33.80005,-84.48535
985 GREENWOOD AVE NE,33.77661,-84.35479
529 BOULEVARD NE,33.76892,-84.37175
3475 OAK VALLEY RD NE,33.84996,-84.35917
4075 PACES FERRY RD NW,33.861,-84.45166
1657 ABNER TER NW,33.80018,-84.46277
1976 DELOWE DR SW,33.70195,-84.45655
140 CLAIRE DR SW,33.70791,-84.39267
80 HAMMOCK PL SE,33.74148,-84.38475
125 W BOLLING RD NE,33.82943,-84.38342
1365 MONROE DR NE,33.7922,-84.36686
211 HILLSIDE DR NW,33.87029,-84.3944
276 ISWALD ST SE,33.74704,-84.36724
1015 BOULEVARD SE,33.72637,-84.36901
653 AMAL DR SW,33.70761,-84.39885
1692 THOMS DR NW,33.76893,-84.44309
345 LANIER ST NW,33.76449,-84.4392
2492 BURTON RD NW,33.75569,-84.46944
24 ELLIOTT ST SW,33.75347,-84.39793
536 BISHOPS WAY NE,33.75999,-84.36908
104 MCDONOUGH BLVD SE,33.71915,-84.38462
782 LIBERTY COMMONS DR NW,33.75598,-84.41447
2192 SPRINGDALE CIR SW,33.69471,-84.41507
381 BASS ST SW,33.73579,-84.4005
1811 LAKEWOOD AVE SE,33.70485,-84.38085
1870 MYRTLE DR SW,33.70419,-84.45479
102 OLLIE ST NW @WASHINGTON PARK,33.75735,-84.4214
