address,latitude,longitude
3357 PARC LN SW,33.69897,-84.49683
17 BAKER STREET,33.76235,-84.38819
54 ELLIS ST NE,33.75865,-84.3857
2043 VERBENA ST NW,33.75437,-84.4529
1014 MARTIN ST SE,33.72679,-84.3831
170 RHODESIA AVE SE,33.70753,-84.38269
1377 MARION ST SE,33.71398,-84.36315
643 MARTIN L KING,33.75494,-84.40855
1116 HIGHTOWER RD NW,33.78567,-84.47308
48 10TH STREET,33.78141,-84.38938
2030 GOLF VIEW DR. NW,33.81102,-84.39977
369 PINECREST RD NE,33.86834,-84.37492
1 GA DOME DRIVE,33.75601,-84.39736
3162 KINGSDALE DR SW,33.72193,-84.49194
1210 CAROLINE STREET,33.75844,-84.34919
826 MARIETTA ST,33.77477,-84.4067
2038 PRYOR RD SW,33.6986,-84.39865
3122 PEACHTREE RD,33.8404,-84.37812
73 PEACHTREE ST SW,33.75199,-84.39024
2034 SPINK ST NW,33.81088,-84.46982
869 BRIARCLIFF RD NE,33.77818,-84.3461
230 10TH ST NE,33.78218,-84.37867
655 BRENNAN LN SW,33.73717,-84.45533
2805 ARDEN RD NW,33.83124,-84.40846
854 CONFEDERATE CT SE,33.72912,-84.36179
3106 DALE DR,33.83966,-84.36328
1166 BRIARCLIFF PL NE,33.77745,-84.34911
1718 FAIRBURN RD SW,33.70734,-84.5067
4219 RICKENBACKER WAY NE,33.86988,-84.378
565 SPRINGSIDE DR SE,33.67604,-84.37134
695 PYLANT ST NE,33.77877,-84.36443
770 DECKNER AVE,33.71433,-84.41408
330 BROWNLEE RD SW,33.76464,-84.48107
69011TH ST NW,33.78332,-84.40974
2466 MEMORIAL DR SE,33.74734,-84.30606
70 CLAIRE DR ,33.70616,-84.39149
2399 PARKLAND DR,33.76691,-84.43255
705 UPTON RD,33.8049,-84.41094
2281 MACON DR SW,33.69322,-84.39256
657 LARKIN ST,33.74812,-84.40842
360 LOOMIS AVE SE,33.74474,-84.37121
4004 CAMPBELLTON RD SW,33.69325,-84.51969
1445 VAN EPPS AVE SE,33.73706,-84.34009
2221 CAMPBELLTON RD SW,33.7044,-84.46144
813 FRAUSER ST,33.73242,-84.38682
1361 KENILWORTH DR SW,33.71787,-84.43442
527 CONNALLY ST SE,33.74027,-84.38175
2175 PANSY ST NW,33.7583,-84.45911
1225 CAROLINE ST NE @KROGER,33.75605,-84.34813
2380 HERRING RD SW,33.72441,-84.46282
601 FORMWALT ST SW,33.73834,-84.396
185 WHITAKER CIR SW,33.76091,-84.4449
936 MARIETTA ST NW,33.77676,-84.40796
PIEDMONT ROAD/MOSROSGO DRIVE,33.82361,-84.36727
55 W PEACHTREE PL NW,33.76409,-84.38861
3735 WINFIELD CT SW,33.71338,-84.5037
1431 HOLLYWOOD ROAD NW,33.79462,-84.4691
539 SAINT JOHNS AVE SW,33.69927,-84.40622
377 YONKERS DR,33.76556,-84.45424
520 BOULEVARD ,33.7407,-84.36764
101 DOGWOOD DR SW,33.7497,-84.46922
24 LESLIE ST SE,33.75411,-84.34366
23 CLAIRE DR SW,33.70762,-84.38924
3497 INGLEDALE DR SW,33.70538,-84.50118
1471 LOCKWOOD DR SW,33.71511,-84.43906
869 ELEANOR CT,33.77973,-84.48369
2019 ARLINGTON CIR NW,33.77124,-84.45297
151 PEACHTREE ST SW ,33.75052,-84.39348
1771 DREW DR NW,33.79036,-84.44821
777 BROWNWOOD AVE SE,33.73314,-84.34838
975 PROSPECT AVE SE,33.72843,-84.35466
45 ATLANTA AVE.,33.73012,-84.38642
631 FERRIS ST SW,33.73798,-84.45418
633 EVANS ST SW;,33.7376,-84.41593
1320 NORTHSIDE DR NW,33.79089,-84.40796
3502 FOREST PARK RD,33.65819,-84.35519
2433 PRAIRIE VIEW DR SW,33.74745,-84.46773
844 WESTMONT RD.,33.73339,-84.43735
1230 FLAT SHOALS AVE SE,33.74014,-84.34537
12 IRON BOUND PL NW,33.82332,-84.43931
1537 METROPOLITAN PKWY SW,33.71275,-84.40803
486 CENTENNIAL OLYMPIC P DR NW,33.76742,-84.392
630 SOMERSET TER NE,33.77163,-84.36253
342 MARIETTA STREET,33.76234,-84.39683
301 LAKESIDE VILLAGE DR SE,33.74469,-84.31678
2310 MARTIN L. KING JR DR SW,33.75121,-84.46544
1118 FAYETTEVILLE RD SE,33.72357,-84.32661
615 NORFLEET RD NW,33.81322,-84.40847
1023 HEMPHILL AVE NW,33.78273,-84.40462
1980 SUMTER ST NW,33.81456,-84.45256
2164 BAKER RD NW,33.77011,-84.45869
788 ADAIR AVE NE,33.78017,-84.36148
806 RALPH D ABERNATHY BLVD SW  ,33.73794,-84.41433
812 DURANT PL NE,33.77669,-84.37537
119 MARTIN L KING JR DR SW,33.75188,-84.39162
5222 ARBOR GATES DR NE,33.82618,-84.3585
372 MORELAND AVE,33.74342,-84.34911
2050 SYLVAN ROAD SW,33.6977,-84.41832
2 HARWELL RD NW,33.75301,-84.49297
860 DONALD LEE HOLLOWELL,33.77282,-84.41569
2140 HILLS AVE NW,33.81439,-84.4317
1322 METROPOLITAN PL SE,33.71876,-84.40774
168 AMHERST PL NW,33.81996,-84.42787
321 RALPH D ABERNATHY BLVD SW,33.73716,-84.39817
2152 WILSON AVE NW,33.75347,-84.45824
2098 PENELOPE ST NW,33.75262,-84.45468
1180 W. PEACHTREE ST,33.78667,-84.38781
2178 CAMPBELLTON RD.,33.70514,-84.45947
752 CYPRESS ST NE,33.77501,-84.38611
360 PHARR RD.,33.83752,-84.37574
368 PEEPLES ST SW,33.74459,-84.42039
268 JOSEPH E LOWERY BLVD NW,33.76216,-84.41775
4268 BOULDER PARK DR SW,33.74598,-84.52707
72 BROWN AVE SE,33.71381,-84.38588
786 CELESTE LN SW,33.74091,-84.5065
2355 BOLTON RD,33.81974,-84.46057
253 AUBURN AVE NE,33.75553,-84.37942
1553 JONESBORO RD SE,33.71074,-84.38194
1840 CAMPBELTON RD SW,33.70979,-84.44865
476 GREENWOOD AVE NE,33.77727,-84.37176
2156 FAULKNER RD NE,33.81225,-84.35825
667 MARION ST SE,33.73663,-84.36166
1033 HOLLYWOOD ROAD,33.78308,-84.45882
I-20 WB / JOSEPH E. LOWERY EXIT ,33.74144,-84.41766
382 GOLF VIEW RD NW,33.8126,-84.39975
404 FORMWALT ST SW,33.74363,-84.3956
1717 CENTRA VILLA DR SW ,33.70861,-84.45631
25 BRADLEY ST,33.75383,-84.36894
512 CONSTELLATION OVERLO SW,33.74187,-84.50232
815 BELGRADE AVE NE,33.76938,-84.36039
1403 WESTVIEW DR SW,33.74761,-84.43357
2254 PENELOPE ST,33.75682,-84.45759
2805 MACON DR SE,33.67819,-84.38999
982 JOSEPH E BOONE BLVD NW,33.76349,-84.41961
711 ARGONNE AVE NE ;42R,33.77398,-84.37741
662 W PEACHTREE ST NW,33.75049,-84.32116
3018 ORCHARD LN SE,33.67238,-84.37357
3182 LATONA DR SW,33.668,-84.39493
787 WINDSOR ST SW,33.73416,-84.39884
1566 PEACHTREE BATTLE AVE NW,33.82682,-84.43907
736 CASPLAN ST SW,33.70604,-84.41243
157 WALNUT ST NW,33.75886,-84.40628
230 PEACHTREE STREET NW,33.75996,-84.38768
2888 PEEK RD NW,33.77568,-84.48028
14 WADDELL ST NE,33.75413,-84.36288
401 DOLLAR MILL CT SW,33.7433,-84.52569
2108 FAIRBURN RD SW,33.69699,-84.51006
3400 PEACHTREE RD NE;,33.84938,-84.3636
352 8TH ST NE,33.77979,-84.37568
401 PEACHTREE HILLS CIR NE,33.8201,-84.37563
3660 SATURN DR,33.77679,-84.50726
301 E LAKE BLVD SE @APS  DREW CHR,33.74549,-84.31494
2592 LOIS LN SE,33.68409,-84.38713
530 PRYOR,33.74027,-84.39443
584 CAIRO ST NW,33.77072,-84.41966
321 LAMON AVE SE,33.74468,-84.33892
384 SPRINGDALE DR NE,33.82302,-84.37646
1893 SYLVAN RIDGE DR SW,33.70306,-84.42058
1642 ALVARADO TER SW,33.7344,-84.44175
2480 NISKEY LAKES,33.68726,-84.52665
222 PETERS STREET,33.74834,-84.40059
4005 CAMPBELLTON RD SW,33.69468,-84.51952
390 W LAKE AVE NW,33.76353,-84.42929
3540 N. CAMP CREEK PKWY SW,33.67051,-84.50299
1679 FLAT SHOALS RD SE,33.7306,-84.33298
664 CLOVER ST SW,33.737,-84.4525
2055 RECTOR DR SW,33.73241,-84.4554
40 WALL ST SW,33.75331,-84.38935
2801 VALLEY HEART DR NW,33.76326,-84.47961
2482 SCOTTRIDGE DR NW,33.75872,-84.46848
3669 POWERS FERRY RD,33.85641,-84.38288
827 HARTFORD PL,33.72147,-84.41504
N HIGHLAND AVE NE / CARMEL AVE NE,33.7645,-84.35553
819 WOODBOURNE DR SW,33.70982,-84.41548
MERRITTS AVE NW / CENTENNIAL OLYMPIC P DR NW,33.76892,-84.39212
1890 TELFAIR LN SW,33.70348,-84.45832
76 WALL ST,33.75253,-84.38836
135 WALTON ST,33.75812,-84.39226
22 JESSE HILL JR DR SE,33.75383,-84.38072
2807 LAKEWOOD AVE SW,33.6973,-84.40988
4449 NORTHSIDE DR NW ; HOLY SPIRIT PREP SCHOOL,33.87773,-84.41038
785 COLLIER RD NW,33.80954,-84.4139
1479 ALLENE AVE SW,33.71447,-84.41314
2100 PIEDMONT RD,33.81226,-84.36711
1225 WESTVIEW DR SW,33.74729,-84.42753
120 MARTIN LUTHER KING JR DR SW,33.75175,-84.39178
254 PEACHTREE ST,33.74744,-84.39582
1378 GREENLAND DR NE,33.79227,-84.36146
1575 JOSEPH BOONE BLVD NW,33.76391,-84.43929
306 RICHARDSON RD NW,33.76346,-84.44409
335 MORGAN PL SE,33.74326,-84.29176
2944 5TH ST SW,33.67441,-84.40039
2209 RANDO LN NW,33.81715,-84.45732
78 BURBANK DR NW,33.75711,-84.42873
 152 WALTON ST,33.75752,-84.39191
1150 TUMLIN AVE,33.78594,-84.40075
886 MIDWAY ST SE,33.69006,-84.36065
676 QUEEN ,33.7366,-84.42519
656 PRYOR STREET,33.75284,-84.49256
311 COURTLAND ST NE - MOTEL 6 ,33.76306,-84.38365
414 BRENTWOOD DR NE,33.83179,-84.37408
1073 HOLLYWOOD RD NW,33.79548,-84.46945
1335 DONALD LEE HOLLOWELL PKWY NW @BANKHEAD MARTA STAT,33.77192,-84.42763
848  MCDANIEL ST SW,33.73182,-84.40149
3601 PEACHTREE PARK DR NE,33.81381,-84.38959
15 PEACHTREE ST SE @ LAZ PARKING GARAGE,33.75399,-84.38986
CAMPBELLTON RD SW / I-285 SB EXPY SW,33.69012,-84.5002
2300 RENTAL CAR CENTER PKWY,33.63939,-84.46086
2000 LOIS PL NW,33.78408,-84.45382
1479 BEATIE AVE SW,33.71485,-84.41101
288 COURTLAND ST,33.76202,-84.38426
203 WENDELL DR SE,33.68529,-84.38261
1392 LORENZO DR SW ,33.71697,-84.43255
3402 PEACHTREE PARK DR NE,33.81364,-84.38967
2239 FAIRBURN RD SW,33.69329,-84.51124
2091 METROPOLITAN PKWY SW ,33.69816,-84.40848
1109 CHATHAM AVE SW,33.72491,-84.44357
286 ELMIRA PL,33.76212,-84.34721
277 CLIFTON ST SE,33.74578,-84.33245
I-85 NB EXPY / ARTHUR LANGSTON EXPY,33.69704,-84.40469
345 BIGGERS ST SE,33.74802,-84.37574
180 WALKER STREET ,33.74964,-84.40132
1156 EUCLID AVE NE,33.76551,-84.34912
3181 DONALD L HOLLOWELL PKWY NW,33.78652,-84.49013
2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,33.68593,-84.49685
W PEACHTREE ST NE / 3RD ST NW,33.77384,-84.38733
1249 CAHABA DR,33.72107,-84.44867
1374 BEECHER ST SW,33.73307,-84.43261
2044 MOREHOUSE DR NW,33.76094,-84.45411
277 MEMORIAL DR SE,33.74632,-84.3785
2531 PIEDMONT RD NE,33.82404,-84.36413
263 OAK DR SE,33.66822,-84.38482
164 W WIEUCA RD NE;,33.87802,-84.38147
1000 ORIOLE DR SW,33.72812,-84.47213
1188 N HIGHLAND AVE NE,33.78704,-84.35543
11 WILLIAM H BORDERS DR NE,33.75473,-84.37522
820 PEACHTREE HILLS CIR NE,33.81954,-84.37499
GRESHAM AVE SE / PORTLAND AVE SE,33.73905,-84.34583
1014 KATHERWOOD DR SW,33.71031,-84.42133
2596 COUNTY LINE RD SW;,33.68443,-84.53601
2195 FAIRBURN RD SW,33.69399,-84.51118
1558 PIEDMONT AVE NE,33.79721,-84.36902
FREDERICA ST NE / GREENWOOD AVE NE,33.7767,-84.35555
2185 MCKINLEY RD NW,33.81478,-84.40807
709 CHICKADEE CT SW,33.7337,-84.47147
133 ARCADIA CIR NW,33.75917,-84.42739
319 W LAKE AVE NW,33.76358,-84.44103
3169 DELMAR LN NW,33.75612,-84.49121
949 ORMEWOOD AVE SE,33.73413,-84.35665
703 WINDSOR ST SW,33.73571,-84.39852
FULTON ST SW / MCDANIEL ST SW,33.74158,-84.40294
1934 TURNER RD SE,33.70113,-84.35466
668 HANSELL ST SE,33.74031,-84.36564
799 VIRGINIA AVE NE,33.78209,-84.35487
2349 LOCUST LN SE,33.68996,-84.35299
400 HILLSIDE VILLAGE DR SE,33.74074,-84.31648
3 CANDLER RD NE,33.75177,-84.29187
1414 CLARK HOWARD LN SW,33.71662,-84.44537
391 RALPH MCGILL BLVD NE,33.7629,-84.37527
566 GLEN IRIS DR NE,33.7699,-84.36772
543 STOKESWOOD AVE SE,33.73917,-84.34482
286 WILLIAMS STREET,33.76227,-84.39055
1071 VELTRE CIR SW,33.72572,-84.47977
800 E MORNINGSIDE DR NE,33.79859,-84.36066
1025 NORTHSIDE DRIVE,33.78287,-84.41164
253 GOODSON WAY NW,33.80361,-84.40048
850 PIEDMONT AVE NE,33.77833,-84.38122
1953 LAKEWOOD AVE SE;,33.70279,-84.38454
691 LYNN VALLEY RD SW,33.73661,-84.48477
736 PIEDMONT AVE NE ,33.77462,-84.382
1241 MORELAND AVE SE @CITI TRENDS,33.72055,-84.35045
1023 CREW ST SW,33.72679,-84.38979
683 TERRY ST SE,33.73597,-84.38507
2813 PEACHTREE RD NE ,33.83198,-84.38483
1787 VENETIAN DR SW,33.71496,-84.44633
1631 STANTON RD,33.71059,-84.44498
2496 MEMORIAL DR SE,33.74744,-84.30531
383 5TH ST NE,33.77509,-84.37467
2797 BENJAMIN E MAYS DR SW,33.72887,-84.4795
1353 KIPLING ST SE,33.69743,-84.35445
367 DOLLAR MILL RD SW,33.74426,-84.52705
942 HIGHLAND VW NE,33.77942,-84.35672
714 N HIGHLAND AVE NE,33.77392,-84.35261
800 PONCE DE LEON,33.77389,-84.3613
1745 PEACHTREE STREET,33.80203,-84.39266
1111 MOORES MILL RD NW,33.8355,-84.42436
697 CONFEDERATE AVE SE,33.73506,-84.36671
74 RICHARDSON ST SE,33.74086,-84.38536
1857 NORTH AVE NW,33.76868,-84.44793
1025 JEFFERSON ST NW,33.77641,-84.41958
769 NEHEMIAH LN,33.7413,-84.50651
420 COURTLAND ST,33.76618,-84.38419
881 MEMORIAL DR. SE,33.74616,-84.35854
3670 CAMP CREEK PAKWY,33.655,-84.50859
2532 LAUREL CIR NW ; OCCURED ON 12 /11 11,33.75703,-84.47368
768 BONAVENTURE AVE NE,33.7756,-84.36108
701 HIGHLAND AVE NE,33.76108,-84.36448
666 MONTEVISTA ST SW,33.73696,-84.45137
2132 DONALD LEE HOLLOWELL PKWY NW,33.77637,-84.4551
3804 M.L.K. JR DR SW,33.76797,-84.51322
1762 SHIRLEY ST SW,33.73648,-84.45018
169 PEARL ST SE,33.74993,-84.36242
1115 MORELAND PL SE,33.72377,-84.34955
760 GRESHAM AVE,33.73364,-84.34563
260 OAKLAND AVE SE,33.74753,-84.37504
2310 MARTIN L KING JR DR ,33.75222,-84.46435
604 NOBLE CREEK DR NW,33.81459,-84.42434
225 NORTH AVE NW @GEORGIA TECH,33.77146,-84.39468
1710 MADRONA ST NW,33.7827,-84.49133
687 CRESTHILL AVE NE,33.78338,-84.3649
3152 VALLEYDALE DR SW,33.72613,-84.49136
866 LEE ANDREWS AVE SE,33.69812,-84.36133
1448 ROCKDALE ST NW,33.78625,-84.43483
634 MCAFEE ST NW,33.76871,-84.39464
933 WATKINS ST,33.78038,-84.4088
380 DARGAN PL SW,33.74416,-84.42433
858 BEAVERBROOK DR NW,33.81634,-84.41641
462 KENDRICK AVE SE,33.72945,-84.37229
760 ELOISE CT SE,33.73474,-84.3616
2 BROAD STREET ,33.7533,-84.39193
1033 HIGH POINT CV SW,33.71827,-84.39428
281 MOUNT ZION RD. S.W.,33.67341,-84.39872
2731 HARRINGTON PL SW,33.7358,-84.47737
#1 HARTSFIELD CTR. PKWY.,33.65369,-84.42723
140 ARCADIA CIR NW,33.75947,-84.4279
751 PRYOR ST SW,33.73439,-84.39468
2909 CAMPBELLTON RD,33.70643,-84.45745
1001 MICHIGAN AVE NW,33.75895,-84.42047
1539 BOULEVARD LORRAINE SW,33.71356,-84.45985
545 BROWNLEE RD SW,33.74109,-84.49722
325 SPRING ST NW,33.76346,-84.38888
176 10TH ST NE,33.78211,-84.3817
741 LYNN CIR SW,33.73522,-84.48686
1015 FOREST VALLEY DR SE,33.65191,-84.35637
1226 STATE ST NW,33.78823,-84.399
60 JOSEPH E LOWERY BLVD NW,33.75633,-84.41783
95 FLORA AVE NE,33.75615,-84.34363
1020 HOWELL MILL RD NW,33.78287,-84.41164
764 CHARLES ALLEN DR NE,33.77545,-84.37309
1829 CAMPBELLTON RD SW    ,33.71,-84.44863
2232 DUNSEATH AVE NW  ,33.81667,-84.4492
165 ALABAMA ST,33.75416,-84.39295
991 MARTIN LUTHER KING JR DR,33.75483,-84.42007
186 NORTHSIDE DR NW,33.74952,-84.40352
LAWTON ST SW / DONNELLY AVE SW,33.73173,-84.42477
RANKIN ST NE / BOULEVARD NE,33.76728,-84.37191
818 COMMONWEALTH AVE SE,33.7296,-84.36322
2211 VERBENA ST,33.75617,-84.46054
1000 MARIETTA STREET,33.77914,-84.41116
930 RICE ST NW,33.78035,-84.42739
415 JAMES P BRAWLEY DR NW,33.76621,-84.41229
1146 DAVIS ST NW,33.80409,-84.42414
210 LOWRY ST NE,33.75924,-84.34031
136 IVAN ALLEN JR BLVD NW,33.76455,-84.39179
812 DIXIE AVE NE,33.75728,-84.36137
2905 MACON DR SW,33.67545,-84.38909
636 CEDAR AVE NW,33.77235,-84.46582
363 E RHINEHILL RD SE,33.69132,-84.37737
2 JOSEPH E LOWERY BLVD NW,33.75472,-84.41755
1284 W.PACES FERRY RD,33.84862,-84.42869
116 ELIZABETH ST NE,33.75723,-84.35627
658 CHEROKEE AVE SE,33.74679,-84.37339
533 S EVELYN PL NW,33.76973,-84.44559
180 UNIVERSITY AVE,33.72201,-84.39468
2452 PAUL AVE NW,33.82121,-84.4735
1114 SAINT AUGUSTINE PL NE,33.7747,-84.35101
2471 HANFORD DR SW,33.6874,-84.41614
310 PHARR ROAD NE,33.83712,-84.3774
1735 FLAGLER AVE NE,33.80219,-84.37359
3711 BENJAMIN E MAYS DR,33.74087,-84.50855
2270 ABNER PL NW,33.80213,-84.46159
1595 BEECHER ST SW,33.73383,-84.43993
3498 HOGAN RD SW,33.67533,-84.50384
649 11TH ST ,33.78309,-84.40835
164 AUBURN AVE NE,33.75564,-84.38255
30 ALABAMA ST SW @FIVE POINTS MARTA ST,33.75281,-84.391
1273 OAK GROVE AVE SE,33.74301,-84.34587
3495 PIEDMONT RD NE,33.85256,-84.37517
1329 WILLOW TRL SW,33.71941,-84.44008
132 JOSEPH E LOWERY BLVD,33.75871,-84.41774
659 PEACHTREE STREET,33.75427,-84.37626
390 WILLIAMS,33.76329,-84.39054
706 MORELAND AVE SE,33.73495,-84.34899
1019 COLLIER RD NE ,33.81187,-84.42057
1875 Peachtree Rd ,33.84496,-84.36936
1730 CLIFTON WAY SE,33.73765,-84.33118
175 MELLRICH AVE NE,33.75746,-84.31255
310 TWIN TENDRILS SW,33.7305,-84.53444
238 SAMPSON ST ,33.76062,-84.36573
2047 BREWER BLVD SW,33.69898,-84.41387
240 PETERS ST SW,33.74799,-84.40097
142 SIMPSON ST.,33.76324,-84.39178
474 SINCLAIR AVE NE,33.76702,-84.35129
488 FLATSHOALS RD,33.76121,-84.36
1237 AVON AVE SW,33.72252,-84.42848
1856 THOMASVILLE DR SE,33.70113,-84.35861
3111 LONE OAK DR,33.65634,-84.39124
470 COURTLAND ST NE,33.76716,-84.38419
311 GLENN ST SW,33.73833,-84.39806
2806 CHAUCER DR SW,33.74584,-84.48009
1990 MAIN ST NW,33.80982,-84.47084
4431 Rolling Hills Rd SW,33.6884,-84.53281
385 PONCE DE LEON AVE NE,33.77256,-84.37433
2195 SYLVAN WAY SW,33.69919,-84.41566
107 DOGWOOD DRIVE NW,33.78194,-84.49402
93 BURRE LN,33.75676,-84.51725
2249 BAYWOOD DR SE,33.69158,-84.38786
100 BELMONTE DR SW,33.72629,-84.44414
713 W PEACHTREE ST NE,33.77411,-84.38722
1860 MEMORIAL DRIVE SE,33.74774,-84.32665
2114 CHILDRESS DR SW    ,33.69789,-84.48595
1270 CAROLINE ST,33.7631,-84.31328
1001 HILBURN DR SE,33.72717,-84.32726
CARMIA DR SW / PRINCETON LAKES PKWY SW ;LA FITNESS,33.65722,-84.51029
524 BECKWITH CT SW,33.75194,-84.405
342 CHASTAIN ST SE,33.74412,-84.36402
4290 BAKERS FERRY RD SW,33.7512,-84.52635
1568 NORTHWEST DR NW,33.79619,-84.48894
1115 MORELAND PL SE,33.73819,-84.35115
78 ELLIOTT ST SW,33.75232,-84.39802
925 AUSTIN AVE NE,33.76174,-84.35705
2581 PIEDMONT RD NE,33.82397,-84.36684
343 JOSEPH E LOWERY BLVD SW,33.7636,-84.42524
1790 NISKEY COVE RD SW,33.70809,-84.52981
1867 MYRTLE DR SW,33.70421,-84.45525
26 HARDWICK,33.71126,-84.38456
960 EAST PACES FERRY RD,33.84691,-84.35618
1124 OAK ST SW,33.74063,-84.42463
627 BOULEVARD SE,33.73548,-84.38477
1665 BEECHER ST SW,33.73387,-84.44229
3092 IMPERIAL CIR SW,33.69858,-84.49485
1250 CAROLINE ST ,33.7585,-84.34709
261 19TH ST ,33.79282,-84.39779
95 ORMOND ST SE,33.73143,-84.38488
852 ERIN AVE SW,33.71901,-84.41588
466 HEMLOCK CIR SE,33.74127,-84.35104
101 BATES AVE NE,33.75486,-84.31716
3725 PRINCETON LAKES PKWY SW,33.65867,-84.50738
2058 COUNTY LINE RD SW,33.69969,-84.53573
144 PEACHTREE ST SW,33.75052,-84.39306
3854 OLD GORDAN RD,33.77049,-84.51449
216 SISSON AVE NE,33.75883,-84.31503
340 AUBURN AVE,33.75565,-84.3764
3751 MARTIN L KING JR DR NW,33.76664,-84.51037
1409 EUCLID AVENUE NE,33.77135,-84.34203
986 BRADY AVE NW ,33.78159,-84.41347
900 RALPH DAVID ABERNATHY BLVD SW,33.73775,-84.41717
2980 JONESBORO RD SE,33.77986,-84.41323
172 ROCKY FORD RD NE,33.7569,-84.31836
2808 RIDGEVIEW DR SW,33.66897,-84.49211
3237 WELMINGHAM DR SW,33.66258,-84.51879
719 ECHO ST NW,33.77453,-84.4103
362 FIELDING LN SW,33.7462,-84.48441
3770 PRINCETON LAKES PKWY SW,33.65806,-84.51051
794 PINEHURST TER SW,33.73308,-84.43153
1138 BRIARCLIFF PL,33.77721,-84.35011
3659 NORTHSIDE DR NW,33.85495,-84.40482
351 PEACHTREE HILLS AVE,33.8178,-84.37644
1346 NORTHVIEW AVE NE,33.79129,-84.35762
2016 NORTH AVE NW,33.76836,-84.45409
478 LYNNHAVEN DR SW,33.71559,-84.40341
1244 MCLENDON AVE NE;,33.76524,-84.34684
61 JESSE HILL JR DR NE ,33.75716,-84.38024
480 JOHN WESLEY DOBBS AVE NE;,33.75942,-84.37151
12 BROAD ST,33.75285,-84.47033
1088 BOULDERCREST DR SE,33.72469,-84.33223
7111 IVY CHASE WAY NE,33.85633,-84.38161
1380 ATLANTIC DR,33.79251,-84.38638
265 PEYTON PL SW,33.74914,-84.47479
876 PEACHTREE STREET,33.77853,-84.38431
1237 HOLLYWOOD,33.81359,-84.36665
386 PETERS,33.74584,-84.40353
2886 RENFRO DR NW,33.76778,-84.4723
1910 BIXBY ST SE,33.75014,-84.32489
288 WYNNDWOOD DR,33.74798,-84.4582
61 CLAY ST NE,33.75506,-84.3301
970 LANIER BLVD NE,33.78104,-84.35283
471 BARTRAM ST SE,33.74096,-84.3572
505 GLENWOOD AVE SE,33.74279,-84.37099
501 MEANS ST ,33.77251,-84.40394
345 10TH ST NE ,33.78177,-84.37279
1141 CAMPBELLTON RD SW,33.71871,-84.42555
1149 PONCE DE LEON AVE NE,33.77353,-84.34973
966 WEST PACES FERRY RD NW,33.84874,-84.41628
6011 N TERMINAL BYWY ;ROW A5,33.64216,-84.44756
781 HIGHLAND TER NE,33.78663,-84.36162
3065 PEACHTREE ROAD ,33.8387,-84.38004
1876 NORTH AVE NW,33.76825,-84.44856
1947 ARDMORE RD NW,33.80811,-84.39772
878 DONALD LEE HOLLOWELL PKWY NW,33.77288,-84.41615
450 CELEBRATION CT SW,33.72438,-84.52764
56 HOWARD ST NE,33.7532,-84.32345
74 HOGUE ST NE,33.75641,-84.37134
707 WOODLAND AVE SE,33.73473,-84.35124
2169 BICKNELL DR SW,33.69538,-84.39781
506 WALNUT ST SW,33.7685,-84.40641
106 6TH ST NE,33.7774,-84.38382
438 EDGEWOOD AVE,33.75454,-84.37329
472 MARTIN ST SE,33.74177,-84.3838
683 JOSEPH E LOWERY BLVD,33.73646,-84.41838
4242 W CLUB LN NE,33.87043,-84.35482
985 MONROE DR NE @BELTLINE BUSINESS,33.78135,-84.36828
357 EDGEWOOD AVE SE,33.75286,-84.37429
1416 BEATIE AVENUE SW,33.71652,-84.41077
1245 HARTFORD AVE SW,33.72094,-84.41707
274 ANDREW J HAIRSTON PL NW,33.76216,-84.41409
728 WESLEY DR NW,33.8188,-84.41163
1652 CARROLL DR NW,33.80227,-84.44192
3930 PEACHTREE DUNWOODY RD NE,33.86252,-84.35856
459 FAIRLANE CIR NW,33.76729,-84.50101
3568 STONE RD SW,33.67729,-84.50547
200  MEMORIAL  DR,33.74656,-84.39403
468 CENTER HILL AVE NW,33.76812,-84.46397
1256 W PEACHTREE ST NE ,33.78881,-84.38779
2538 BELLVIEW AVE,33.77616,-84.47026
3535 ROSWELL RD,33.85123,-84.38219
660 NEW TOWN CIR SE,33.70767,-84.36153
1662 JACKSON SQUARE NW,33.797,-84.47617
418 LUCKIE ST NW,33.76584,-84.39622
208 DOANE ST ,33.73076,-84.39486
21 PEACHTREE PL,33.78153,-84.38781
852 ARLINGTON PLACE NE,33.77784,-84.35173
506 STERLING ST NE,33.76806,-84.34488
745 HAMILTON AVE SE,33.72554,-84.36351
2350 MOUNT PARAN RD NW,33.85454,-84.43728
658 PENN AVE NE,33.77258,-84.37904
1028 HARTE DR,33.70822,-84.42208
422 SINCLAIR AVE NE,33.76597,-84.35281
75 MANGUM ST SW,33.75249,-84.4
527 TUFTON TRL SE,33.66466,-84.38338
1 MORELAND AVE,33.75339,-84.34945
572 ATWOOD ST SW,33.73946,-84.42876
667 PEEPLES ST SW,33.73678,-84.42106
2182 BAYWOOD DR SE,33.68946,-84.38836
270 FENNEL WAY SW,33.75522,-84.51614
498 SCHOOL DR SE,33.6721,-84.37345
160 FAIRBURN RD SW,33.75158,-84.5064
3654 PIEDMONT RD NE,33.85405,-84.3825
582 WIMBLEDON RD NE,33.80686,-84.36795
1571 WILLIS ST,33.75901,-84.43847
2150 SOUTHWOOD COVE,33.69518,-84.51856
4865 GUILFORD FOREST DR SW,33.72465,-84.55041
